session_id,target
1,0.000323731910655832
2,2.77095659354185e-06
3,8.905735048450564e-07
4,6.025566233764649e-07
5,0.0001944487301394966
6,6.91085521653667e-05
7,0.002899498090609448
8,0.0018193714758521808
9,0.00013066162776863242
10,0.00312561550799953
11,0.00012156331585798342
12,1.6073448737123343e-05
13,7.795111669819809e-05
14,0.022159986006389156
15,0.0008923679727578774
16,0.0003664743311401533
17,0.02080526045212039
18,1.4218294553732108e-05
19,0.002450860491144288
20,1.9837082259522156e-06
21,0.03471807715457775
22,3.218861206561465e-05
23,0.00026267138978245254
24,0.011728278611306516
25,0.07968480626402101
26,9.762479914884905e-06
27,0.00013760138086625384
28,8.043741402311179e-07
29,0.020545645770980885
30,0.0015170644952389838
31,0.027857340964709026
32,0.01718712401377317
33,0.00012650705415393195
34,1.5926775833543764e-05
35,0.019012469727841656
36,0.0006265487536018274
37,7.739662282847512e-08
38,2.7864596162190105e-06
39,0.0004118592375008899
40,1.0955486646988175e-05
41,0.0017412233027300054
42,0.006543121765094321
43,9.694804877753486e-05
44,0.0001106158868951354
45,0.14109553212756296
46,0.00022936069339745272
47,0.0003494047782407412
48,6.453501093684398e-05
49,0.00024854505779038123
50,7.81225210213509e-06
51,2.3067294043340152e-07
52,0.00010932155427566457
53,0.022818496940015028
54,0.0007568212724113247
55,0.00038969242160756523
56,0.01986650297964976
57,1.5342353828748185e-06
58,1.7797637770476238e-05
59,2.0785457183047064e-05
60,2.5817214685330363e-06
61,8.307491181514588e-06
62,0.0002391011876902728
63,1.4261000084698358e-05
64,0.000574463032152324
65,1.089772970143763e-05
66,5.9221444697793e-06
67,0.00015769100535013427
68,0.0016686148615337472
69,0.056862443340639265
70,4.678999873550144e-05
71,0.0016116325995405478
72,0.0005303186701484758
73,0.1731628833257828
74,7.138398507980392e-05
75,0.0002133146135334901
76,0.002324719862405332
77,0.0018184987711764877
78,0.004853573228332246
79,0.0001392610513572739
80,8.70065193476472e-06
81,1.233521716382544e-05
82,0.0015145291781534663
83,1.1820881444214949e-06
84,0.4810595468513602
85,0.00015100579795399756
86,5.953836089093105e-06
87,0.006063167709090525
88,0.0012457450256942388
89,0.002111365796126427
90,0.05220411651409107
91,3.454857922741914e-05
92,5.219742604523788e-06
93,0.046062746526021096
94,0.00017399140134741734
95,0.09256386170965229
96,3.0548402668707576e-06
97,0.0013206950345513654
98,2.418709503189827e-05
99,1.9230797044696364e-05
100,0.00018580049207430775
101,5.423085511715457e-05
102,0.12504644291407035
103,0.000197876006015683
104,0.00027961605268462495
105,0.00016759423059619323
106,5.878456648506281e-05
107,0.014435125868013677
108,0.0001761809372977964
109,6.926324942769519e-06
110,1.8944961812889932e-05
111,0.0006126543906876912
